ID,Subject,Type,Difficulty,Question,Options,Correct Answer,Correct Index,Worked Solution,VERIFIED (Y/N),ISSUES/NOTES
70aa4544-0f1d-47d7-b25e-bc3e83c863cd,verbal_reasoning,code_words,3,"If MATH is coded as OCVJ, what is the code for BOOK?",DQQM | DQQL | DPQL | DQQN | DPQM,DQQM,0,"Each letter is shifted forward by 2 places in the alphabet (A→C, B→D, …). Applying this to BOOK: B→D, O→Q, O→Q, K→M, giving DQQM.",,
710125a6-d168-4357-838c-a5fd9c1e9c39,verbal_reasoning,code_words,3,"If BRIGHT is coded as EULJKW, what is the code for TARGET?",WDUJHW | UDFKHV | XEVLIX | VCTGJV | YFWMIZ,WDUJHW,0,"Each letter is shifted forward by three places in the alphabet (wrapping from Z to A). Applying this to TARGET: T→W, A→D, R→U, G→J, E→H, T→W, giving WDUJHW.",,
810b2c54-8a67-4797-aae8-53ccc52dc4a5,verbal_reasoning,code_words,3,"If WORD is coded as YQTF, what is the code for HOUSE?",JQWUG | JWVUF | KQVWG | IQTVF | JRWTG,JQWUG,0,"Each letter is shifted forward by two places in the alphabet (A→C, B→D, …). Applying this to HOUSE: H→J, O→Q, U→W, S→U, E→G, giving JQWUG.",,
914de971-79f1-4866-9ef3-90aecbddab2b,verbal_reasoning,code_words,3,"If WORD is coded as YQTF, what is the code for TARGET?",VCTIG | XCVJH | WDUHJ | UCSGF | ZDWKH,VCTIG,0,"Each letter is shifted forward by 2 places in the alphabet (A→C, B→D, …, Y→A, Z→B). Applying this to TARGET: T→V, A→C, R→T, G→I, E→G, giving VCTIG.",,
bd5fd26f-d0e3-43bb-8714-85396f07f664,verbal_reasoning,code_words,3,"If BRIGHT is coded as VJKITD, what is the code for TARGET?",VGTICV | VGTCIV | VGITCV | VCGTIV | VTGCIV,VGITCV,2,"Each letter is shifted forward by two places in the alphabet (A→C, B→D, …, Y→A, Z→B) and then the whole string is reversed. Applying this to TARGET: T→V, A→C, R→T, G→I, E→G, T→V gives VCTIGV; reversing yields VGITCV.",,
d2ef0e98-e5c7-4bd7-9c95-1e0354bd126b,verbal_reasoning,code_words,3,"If WORD is coded as YQTF, what is the code for TARGET?",VCTIGV | UCSHFU | WDUJHW | XEVKIX | YFWLJY,VCTIGV,0,"Each letter is shifted forward by 2 places in the alphabet (A→C, B→D, …, Y→A, Z→B). Applying this to TARGET: T→V, A→C, R→T, G→I, E→G, T→V, giving VCTIGV.",,
d59e4fcb-824f-4376-bf0d-aad42ab2824d,verbal_reasoning,code_words,3,"If WORD is coded as YQTF, what is the code for TARGET?",VCTIGV | UCSHFU | WDUJHW | XEVKIX | YFWMJY,VCTIGV,0,"Each letter is shifted forward by 2 places in the alphabet (A→C, B→D, …, Y→A, Z→B). Applying this to TARGET: T→V, A→C, R→T, G→I, E→G, T→V, giving VCTIGV.",,
d9ec797f-0569-4fa3-a18b-a5b9a8eebe73,verbal_reasoning,code_words,3,"If WORD is coded as YQTF, what is the code for TARGET?",VGTCF | VCTHG | VCTIG | WDTJH | UCSHF,VCTIG,2,"Each letter is shifted forward by two places in the alphabet: T→V, A→C, R→T, G→I, E→G. Therefore TARGET becomes VCTIG.",,
de127304-f35e-4cba-9230-36599afb9598,verbal_reasoning,code_words,3,"If WORD is coded as YQTF, what is the code for TARGET?",VCTIGV | XEVJHW | UCRFHU | WDUJIV | YDWKJW,VCTIGV,0,"Each letter is shifted forward by two places in the alphabet (A→C, B→D, …). Applying this to TARGET: T→V, A→C, R→T, G→I, E→G, T→V, giving VCTIGV.",,
e94e736d-51f2-4f96-aeb0-02188c022c16,verbal_reasoning,code_words,3,"If WORD is coded as YQTF, what is the code for TARGET?",VCTIG | UCSHF | WDUJH | XDVJK | YEVKL,VCTIG,0,"Each letter is shifted forward by two places in the alphabet (A→C, B→D, …, Y→A, Z→B). Applying this to TARGET: T→V, A→C, R→T, G→I, E→G, giving VCTIG.",,
