ID,Subject,Type,Difficulty,Question,Options,Correct Answer,Correct Index,Worked Solution,VERIFIED (Y/N),ISSUES/NOTES
3c8654d8-7c27-42f2-bd50-8b8771f669cc,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Hare and the Tortoise"", ""passage"": ""A Hare was making fun of the Tortoise one day for being so slow. \""Do you ever get anywhere?\"" he asked with a mocking laugh.\n\n\""Yes,\"" replied the Tortoise, \""and I get there sooner than you think. I'll run you a race and prove it.\""\n\nThe Hare was much amused at the idea of running a race with the Tortoise, but for the fun of the thing he agreed. So the Fox, who had consented to act as judge, marked the distance and started the runners off.\n\nThe Hare was soon far out of sight, and to make the Tortoise feel very deeply how ridiculous it was for him to try a race with a Hare, he lay down beside the course to take a nap until the Tortoise should catch up.\n\nThe Tortoise meanwhile kept going slowly but steadily, and, after a time, passed the place where the Hare was sleeping. But the Hare slept on very peacefully; and when at last he did wake up, the Tortoise was near the goal. The Hare now ran his swiftest, but he could not overtake the Tortoise in time."", ""question"": ""Why did the Hare make fun of the Tortoise?""}",Because the Tortoise was slow | Because the Tortoise was green | Because the Tortoise couldn't swim | Because the Tortoise was small,Because the Tortoise was slow,0,From the passage 'The Hare and the Tortoise': The answer is 'Because the Tortoise was slow'.,,
3e8aa38a-2332-479e-84d1-7605d8cd7072,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Lion and the Mouse"", ""passage"": ""A Lion lay asleep in the forest, his great head resting on his paws. A timid little Mouse came upon him unexpectedly, and in her fright and haste to get away, ran across the Lion's nose.\n\nRoused from his nap, the Lion laid his huge paw angrily on the tiny creature to kill her.\n\n\""Spare me!\"" begged the poor Mouse. \""Please let me go and some day I will surely repay you.\""\n\nThe Lion was much amused to think that a Mouse could ever help him. But he was generous and finally let the Mouse go.\n\nSome days later, while stalking his prey in the forest, the Lion was caught in the toils of a hunter's net. Unable to free himself, he filled the forest with his angry roaring.\n\nThe Mouse knew the voice and quickly found the Lion struggling in the net. Running to one of the great ropes that bound him, she gnawed it until it parted, and soon the Lion was free.\n\n\""You laughed when I said I would repay you,\"" said the Mouse. \""Now you see that even a Mouse can help a Lion.\"" "", ""question"": ""What does this story teach us?""}",Lions are dangerous | A kindness is never wasted | Never trust a mouse | Mice are very clever,A kindness is never wasted,1,From the passage 'The Lion and the Mouse': The answer is 'A kindness is never wasted'.,,
42a37b4a-eadf-43c4-bc33-6fb02af18fd2,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The North Wind and the Sun"", ""passage"": ""The North Wind boasted of great strength. The Sun argued that there was great power in gentleness.\n\n\""We shall have a contest,\"" said the Sun.\n\nFar below, a man traveled a winding road. He was wearing a warm winter coat.\n\n\""As a test of strength,\"" said the Sun, \""Let us see which of us can take the coat off that man.\""\n\n\""It will be quite simple for me to force him to remove his coat,\"" bragged the Wind.\n\nThe Wind blew so hard, the birds clung to the trees. The world was filled with dust and leaves. But the harder the wind blew down the road, the tighter the shivering man clung to his coat.\n\nThen the Sun came out from behind a cloud. Sun warmed the air and the frosty ground. The man on the road unbuttoned his coat.\n\nThe sun grew slowly brighter and brighter.\n\nSoon the man felt so hot, he took off his coat and sat down in a shady spot."", ""question"": ""What does this story teach us?""}",Coats are important | Gentleness works better than force | Always listen to the sun | The sun is stronger than wind,Gentleness works better than force,1,From the passage 'The North Wind and the Sun': The answer is 'Gentleness works better than force'.,,
42d3d36e-cd1b-4f2b-b59d-3ed10c5a5c3e,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The North Wind and the Sun"", ""passage"": ""The North Wind boasted of great strength. The Sun argued that there was great power in gentleness.\n\n\""We shall have a contest,\"" said the Sun.\n\nFar below, a man traveled a winding road. He was wearing a warm winter coat.\n\n\""As a test of strength,\"" said the Sun, \""Let us see which of us can take the coat off that man.\""\n\n\""It will be quite simple for me to force him to remove his coat,\"" bragged the Wind.\n\nThe Wind blew so hard, the birds clung to the trees. The world was filled with dust and leaves. But the harder the wind blew down the road, the tighter the shivering man clung to his coat.\n\nThen the Sun came out from behind a cloud. Sun warmed the air and the frosty ground. The man on the road unbuttoned his coat.\n\nThe sun grew slowly brighter and brighter.\n\nSoon the man felt so hot, he took off his coat and sat down in a shady spot."", ""question"": ""What did the North Wind and Sun argue about?""}",Which of them was more powerful | Who was taller | Who was older | Who was faster,Which of them was more powerful,0,From the passage 'The North Wind and the Sun': The answer is 'Which of them was more powerful'.,,
44cc401a-0ed4-4d38-be9a-05fd5a3ac76b,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Lion and the Mouse"", ""passage"": ""A Lion lay asleep in the forest, his great head resting on his paws. A timid little Mouse came upon him unexpectedly, and in her fright and haste to get away, ran across the Lion's nose.\n\nRoused from his nap, the Lion laid his huge paw angrily on the tiny creature to kill her.\n\n\""Spare me!\"" begged the poor Mouse. \""Please let me go and some day I will surely repay you.\""\n\nThe Lion was much amused to think that a Mouse could ever help him. But he was generous and finally let the Mouse go.\n\nSome days later, while stalking his prey in the forest, the Lion was caught in the toils of a hunter's net. Unable to free himself, he filled the forest with his angry roaring.\n\nThe Mouse knew the voice and quickly found the Lion struggling in the net. Running to one of the great ropes that bound him, she gnawed it until it parted, and soon the Lion was free.\n\n\""You laughed when I said I would repay you,\"" said the Mouse. \""Now you see that even a Mouse can help a Lion.\"" "", ""question"": ""Why did the Lion let the Mouse go?""}",He was generous | He was too tired | The Mouse was too small to eat | He was scared,He was generous,0,From the passage 'The Lion and the Mouse': The answer is 'He was generous'.,,
4512f697-bf9a-43ef-a694-5f12c5746dc6,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Boy Who Cried Wolf"", ""passage"": ""There was once a young Shepherd Boy who tended his sheep at the foot of a mountain near a dark forest. It was rather lonely for him all day, so he thought upon a plan by which he could get a little company and some excitement.\n\nHe rushed down towards the village calling out \""Wolf, Wolf,\"" and the villagers came out to meet him, and some of them stopped with him for a considerable time.\n\nThis pleased the boy so much that a few days afterwards he tried the same trick, and again the villagers came to his help.\n\nBut shortly after this a Wolf actually did come out from the forest, and began to worry the sheep, and the boy of course cried out \""Wolf, Wolf,\"" still louder than before.\n\nBut this time the villagers, who had been fooled twice before, thought the boy was again deceiving them, and nobody stirred to come to his help.\n\nSo the Wolf made a good meal off the boy's flock, and when the boy complained, the wise man of the village said: \""A liar will not be believed, even when he speaks the truth.\"" "", ""question"": ""What was the boy's job?""}",He was a woodcutter | He was a shepherd | He was a hunter | He was a farmer,He was a shepherd,1,From the passage 'The Boy Who Cried Wolf': The answer is 'He was a shepherd'.,,
48da4914-8a4e-4be8-85c0-b0559fff924a,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Dog and His Reflection"", ""passage"": ""A Dog had stolen a piece of meat out of a butcher's shop, and was crossing a river on his way home, when he saw his own reflection in the stream below.\n\nThinking that it was another dog with another piece of meat, he resolved to make himself master of that also. But when he snapped at the reflection, he dropped the meat he was carrying, and it sank to the bottom and was lost.\n\nHe tried to get it back, but the current carried it away. He searched and searched, but the meat was gone forever.\n\nThe Dog had to go home with nothing."", ""question"": ""What does this story teach us?""}",Dogs shouldn't swim | Rivers are dangerous | Don't be greedy or you'll lose what you have | Meat sinks in water,Don't be greedy or you'll lose what you have,2,From the passage 'The Dog and His Reflection': The answer is 'Don't be greedy or you'll lose what you have'.,,
4f89ab4f-8318-497c-b249-abef40758d03,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Hare and the Tortoise"", ""passage"": ""A Hare was making fun of the Tortoise one day for being so slow. \""Do you ever get anywhere?\"" he asked with a mocking laugh.\n\n\""Yes,\"" replied the Tortoise, \""and I get there sooner than you think. I'll run you a race and prove it.\""\n\nThe Hare was much amused at the idea of running a race with the Tortoise, but for the fun of the thing he agreed. So the Fox, who had consented to act as judge, marked the distance and started the runners off.\n\nThe Hare was soon far out of sight, and to make the Tortoise feel very deeply how ridiculous it was for him to try a race with a Hare, he lay down beside the course to take a nap until the Tortoise should catch up.\n\nThe Tortoise meanwhile kept going slowly but steadily, and, after a time, passed the place where the Hare was sleeping. But the Hare slept on very peacefully; and when at last he did wake up, the Tortoise was near the goal. The Hare now ran his swiftest, but he could not overtake the Tortoise in time."", ""question"": ""What did the Hare do during the race?""}",He stopped to eat | He helped the Tortoise | He got lost | He took a nap,He took a nap,3,From the passage 'The Hare and the Tortoise': The answer is 'He took a nap'.,,
52096f93-6441-4b52-a454-0e1349830f16,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Fox and the Grapes"", ""passage"": ""One hot summer's day a Fox was strolling through an orchard till he came to a bunch of Grapes just ripening on a vine which had been trained over a lofty branch.\n\n\""Just the thing to quench my thirst,\"" said he.\n\nDrawing back a few paces, he took a run and a jump, and just missed the bunch. Turning round again with a One, Two, Three, he jumped up, but with no greater success.\n\nAgain and again he tried after the tempting morsel, but at last had to give it up, and walked away with his nose in the air, saying: \""I am sure they are sour.\""\n\nIt is easy to despise what you cannot get."", ""question"": ""What did the Fox say about the grapes when he gave up?""}",They are sweet | They are poisonous | They are sour | They are not ripe,They are sour,2,From the passage 'The Fox and the Grapes': The answer is 'They are sour'.,,
58f35b52-1ce7-447e-a3cc-08eb94a69c6d,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Goose That Laid the Golden Eggs"", ""passage"": ""A Man and his Wife had the good fortune to possess a Goose which laid a Golden Egg every day. Lucky though they were, they soon began to think they were not getting rich fast enough, and imagining the bird must be made of gold inside, they decided to kill it in order to secure the whole store of precious metal at once.\n\nBut when they cut it open they found it was just like any other goose.\n\nThus, they neither got rich all at once, as they had hoped, nor enjoyed any longer the daily addition to their wealth.\n\nMuch wanting more, they lost all."", ""question"": ""What does this story teach us?""}",Greed can cause you to lose everything | Gold is inside birds | Always save money | Geese are valuable,Greed can cause you to lose everything,0,From the passage 'The Goose That Laid the Golden Eggs': The answer is 'Greed can cause you to lose everything'.,,
599b266b-9902-4960-85e9-2730642242db,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Boy Who Cried Wolf"", ""passage"": ""There was once a young Shepherd Boy who tended his sheep at the foot of a mountain near a dark forest. It was rather lonely for him all day, so he thought upon a plan by which he could get a little company and some excitement.\n\nHe rushed down towards the village calling out \""Wolf, Wolf,\"" and the villagers came out to meet him, and some of them stopped with him for a considerable time.\n\nThis pleased the boy so much that a few days afterwards he tried the same trick, and again the villagers came to his help.\n\nBut shortly after this a Wolf actually did come out from the forest, and began to worry the sheep, and the boy of course cried out \""Wolf, Wolf,\"" still louder than before.\n\nBut this time the villagers, who had been fooled twice before, thought the boy was again deceiving them, and nobody stirred to come to his help.\n\nSo the Wolf made a good meal off the boy's flock, and when the boy complained, the wise man of the village said: \""A liar will not be believed, even when he speaks the truth.\"" "", ""question"": ""What happened to the sheep?""}",They ran away | The wolf ate them | The villagers saved them | The boy protected them,The wolf ate them,1,From the passage 'The Boy Who Cried Wolf': The answer is 'The wolf ate them'.,,
5f279160-2d92-4c69-b6c3-17439831400f,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Dog and His Reflection"", ""passage"": ""A Dog had stolen a piece of meat out of a butcher's shop, and was crossing a river on his way home, when he saw his own reflection in the stream below.\n\nThinking that it was another dog with another piece of meat, he resolved to make himself master of that also. But when he snapped at the reflection, he dropped the meat he was carrying, and it sank to the bottom and was lost.\n\nHe tried to get it back, but the current carried it away. He searched and searched, but the meat was gone forever.\n\nThe Dog had to go home with nothing."", ""question"": ""What happened to the meat?""}",It sank and was lost forever | It floated away | Another dog ate it | The Dog found it later,It sank and was lost forever,0,From the passage 'The Dog and His Reflection': The answer is 'It sank and was lost forever'.,,
604dc4dd-6436-4140-b32e-58262ea3e5e5,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Ant and the Grasshopper"", ""passage"": ""In a field one summer's day a Grasshopper was hopping about, chirping and singing to its heart's content. An Ant passed by, bearing along with great toil an ear of corn he was taking to the nest.\n\n\""Why not come and chat with me,\"" said the Grasshopper, \""instead of toiling and moiling in that way?\""\n\n\""I am helping to lay up food for the winter,\"" said the Ant, \""and recommend you to do the same.\""\n\n\""Why bother about winter?\"" said the Grasshopper; \""we have got plenty of food at present.\""\n\nBut the Ant went on its way and continued its toil.\n\nWhen the winter came the Grasshopper had no food, and found itself dying of hunger, while it saw the ants distributing every day corn and grain from the stores they had collected in the summer.\n\nThen the Grasshopper knew: It is best to prepare for the days of necessity."", ""question"": ""What happened to the Grasshopper in winter?""}",He stayed with the Ant | He had no food and was hungry | He moved to another field | He had plenty of food,He had no food and was hungry,1,From the passage 'The Ant and the Grasshopper': The answer is 'He had no food and was hungry'.,,
61e70dda-8397-405f-b336-a94d2a48709c,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Goose That Laid the Golden Eggs"", ""passage"": ""A Man and his Wife had the good fortune to possess a Goose which laid a Golden Egg every day. Lucky though they were, they soon began to think they were not getting rich fast enough, and imagining the bird must be made of gold inside, they decided to kill it in order to secure the whole store of precious metal at once.\n\nBut when they cut it open they found it was just like any other goose.\n\nThus, they neither got rich all at once, as they had hoped, nor enjoyed any longer the daily addition to their wealth.\n\nMuch wanting more, they lost all."", ""question"": ""How often did the Goose lay golden eggs?""}",Once a month | Once a year | Every day | Once a week,Every day,2,From the passage 'The Goose That Laid the Golden Eggs': The answer is 'Every day'.,,
645bd8c7-9ed5-464d-ad25-b5a93931fe86,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Ant and the Grasshopper"", ""passage"": ""In a field one summer's day a Grasshopper was hopping about, chirping and singing to its heart's content. An Ant passed by, bearing along with great toil an ear of corn he was taking to the nest.\n\n\""Why not come and chat with me,\"" said the Grasshopper, \""instead of toiling and moiling in that way?\""\n\n\""I am helping to lay up food for the winter,\"" said the Ant, \""and recommend you to do the same.\""\n\n\""Why bother about winter?\"" said the Grasshopper; \""we have got plenty of food at present.\""\n\nBut the Ant went on its way and continued its toil.\n\nWhen the winter came the Grasshopper had no food, and found itself dying of hunger, while it saw the ants distributing every day corn and grain from the stores they had collected in the summer.\n\nThen the Grasshopper knew: It is best to prepare for the days of necessity."", ""question"": ""What was the Ant doing?""}",Looking for water | Playing with the Grasshopper | Collecting food for winter | Building a bridge,Collecting food for winter,2,From the passage 'The Ant and the Grasshopper': The answer is 'Collecting food for winter'.,,
6719b456-6860-4e4e-95ea-6f9f9a08320d,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Lion and the Mouse"", ""passage"": ""A Lion lay asleep in the forest, his great head resting on his paws. A timid little Mouse came upon him unexpectedly, and in her fright and haste to get away, ran across the Lion's nose.\n\nRoused from his nap, the Lion laid his huge paw angrily on the tiny creature to kill her.\n\n\""Spare me!\"" begged the poor Mouse. \""Please let me go and some day I will surely repay you.\""\n\nThe Lion was much amused to think that a Mouse could ever help him. But he was generous and finally let the Mouse go.\n\nSome days later, while stalking his prey in the forest, the Lion was caught in the toils of a hunter's net. Unable to free himself, he filled the forest with his angry roaring.\n\nThe Mouse knew the voice and quickly found the Lion struggling in the net. Running to one of the great ropes that bound him, she gnawed it until it parted, and soon the Lion was free.\n\n\""You laughed when I said I would repay you,\"" said the Mouse. \""Now you see that even a Mouse can help a Lion.\"" "", ""question"": ""What woke the Lion from his sleep?""}",The Mouse running across his nose | A loud noise | Another lion | The hunter,The Mouse running across his nose,0,From the passage 'The Lion and the Mouse': The answer is 'The Mouse running across his nose'.,,
68c609c5-50ff-4e1b-b551-1f18b896b48a,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Boy Who Cried Wolf"", ""passage"": ""There was once a young Shepherd Boy who tended his sheep at the foot of a mountain near a dark forest. It was rather lonely for him all day, so he thought upon a plan by which he could get a little company and some excitement.\n\nHe rushed down towards the village calling out \""Wolf, Wolf,\"" and the villagers came out to meet him, and some of them stopped with him for a considerable time.\n\nThis pleased the boy so much that a few days afterwards he tried the same trick, and again the villagers came to his help.\n\nBut shortly after this a Wolf actually did come out from the forest, and began to worry the sheep, and the boy of course cried out \""Wolf, Wolf,\"" still louder than before.\n\nBut this time the villagers, who had been fooled twice before, thought the boy was again deceiving them, and nobody stirred to come to his help.\n\nSo the Wolf made a good meal off the boy's flock, and when the boy complained, the wise man of the village said: \""A liar will not be believed, even when he speaks the truth.\"" "", ""question"": ""What is the moral of this story?""}",Always listen to children | Liars will not be believed even when telling the truth | Sheep need protection | Wolves are dangerous,Liars will not be believed even when telling the truth,1,From the passage 'The Boy Who Cried Wolf': The answer is 'Liars will not be believed even when telling the truth'.,,
69503b3a-8ef9-40e4-bb62-bd54b7d97b41,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Ant and the Grasshopper"", ""passage"": ""In a field one summer's day a Grasshopper was hopping about, chirping and singing to its heart's content. An Ant passed by, bearing along with great toil an ear of corn he was taking to the nest.\n\n\""Why not come and chat with me,\"" said the Grasshopper, \""instead of toiling and moiling in that way?\""\n\n\""I am helping to lay up food for the winter,\"" said the Ant, \""and recommend you to do the same.\""\n\n\""Why bother about winter?\"" said the Grasshopper; \""we have got plenty of food at present.\""\n\nBut the Ant went on its way and continued its toil.\n\nWhen the winter came the Grasshopper had no food, and found itself dying of hunger, while it saw the ants distributing every day corn and grain from the stores they had collected in the summer.\n\nThen the Grasshopper knew: It is best to prepare for the days of necessity."", ""question"": ""What does this story teach us?""}",It is wise to prepare for the future | Singing is a waste of time | Ants are better than grasshoppers | Summer is the best season,It is wise to prepare for the future,0,From the passage 'The Ant and the Grasshopper': The answer is 'It is wise to prepare for the future'.,,
69be84de-01bc-422c-b483-dcae80b587c8,english,comprehension,3,"{""type"": ""comprehension"", ""title"": ""The Lion and the Mouse"", ""passage"": ""A Lion lay asleep in the forest, his great head resting on his paws. A timid little Mouse came upon him unexpectedly, and in her fright and haste to get away, ran across the Lion's nose.\n\nRoused from his nap, the Lion laid his huge paw angrily on the tiny creature to kill her.\n\n\""Spare me!\"" begged the poor Mouse. \""Please let me go and some day I will surely repay you.\""\n\nThe Lion was much amused to think that a Mouse could ever help him. But he was generous and finally let the Mouse go.\n\nSome days later, while stalking his prey in the forest, the Lion was caught in the toils of a hunter's net. Unable to free himself, he filled the forest with his angry roaring.\n\nThe Mouse knew the voice and quickly found the Lion struggling in the net. Running to one of the great ropes that bound him, she gnawed it until it parted, and soon the Lion was free.\n\n\""You laughed when I said I would repay you,\"" said the Mouse. \""Now you see that even a Mouse can help a Lion.\"" "", ""question"": ""How did the Mouse help the Lion?""}",By gnawing through the rope | By finding a key | By fighting the hunter | By calling for help,By gnawing through the rope,0,From the passage 'The Lion and the Mouse': The answer is 'By gnawing through the rope'.,,
