ID,Subject,Type,Difficulty,Question,Options,Correct Answer,Correct Index,Worked Solution,VERIFIED (Y/N),ISSUES/NOTES
553d9964-98fa-42b9-8070-5514df37ebbd,verbal_reasoning,analogies,3,BRIGHT is to DARK as NOISE is to ___,CHAOS | VOLUME | SILENCE | ECHO | HUM,SILENCE,2,"The relationship is one of opposites: bright and dark are opposite qualities, just as noise (sound) and silence are opposites.",,
57976797-ecc4-4ecf-9136-290276676041,verbal_reasoning,analogies,3,CAMP is to TENT as SCHOOL is to ___,classroom | library | teacher | lesson | exam,classroom,0,"A tent is a shelter used at a camp, just as a classroom is the primary place where learning happens at a school. The relationship is 'primary location associated with the activity'.",,
611e436c-eb63-4b3a-965d-310f130b08f4,verbal_reasoning,analogies,3,PUPIL is to SCHOOL as PLAYER is to ___,TEAM | COACH | MATCH | FIELD | STADIUM,TEAM,0,A pupil belongs to a school in the same way that a player belongs to a team. Both relationships describe the group or organisation that the individual is a member of.,,
66e91223-5081-4b44-af39-a8b3aaf32863,verbal_reasoning,analogies,3,BRIGHT is to DARK as HOT is to ___,WARM | COOL | COLD | CHILLY | FREEZING,COLD,2,"The relationship is opposite in meaning. 'BRIGHT' and 'DARK' are opposites, just as 'HOT' and 'COLD' are opposites.",,
6a2358cb-367f-4ae2-a4de-d1aa2ce1e4e2,verbal_reasoning,analogies,3,Author is to Book as Composer is to ___,Song | Symphony | Music | Score | Melody,Music,2,"An author creates a book, just as a composer creates music. The relationship is 'creator' to their creation.",,
6a95c4a6-deca-4fc2-aa1c-b6ae9cbc0977,verbal_reasoning,analogies,3,Cat is to Kitten as Dog is to ___,Puppy | Cub | Foal | Calf | Chick,Puppy,0,"A cat produces a young cat called a kitten. Similarly, a dog produces a young dog called a puppy. The relationship is the adult animal to its offspring.",,
816b9023-068a-477d-b84a-61a88731b943,verbal_reasoning,analogies,3,BRIGHT is to DARK as NOISE is to ___,ECHO | SILENCE | VOLUME | CLATTER | RUMBLE,SILENCE,1,"The relationship is one of opposites. 'BRIGHT' and 'DARK' are opposite adjectives, just as 'NOISE' (a sound) is opposite to 'SILENCE' (the absence of sound).",,
81ff51d0-ba27-4737-b457-5389fc46f409,verbal_reasoning,analogies,3,Teacher is to School as Doctor is to ___,Hospital | Clinic | University | Office | Library,Hospital,0,"A teacher works in a school, just as a doctor works in a hospital. Both pairs show the relationship of a professional and their primary place of work.",,
83f209d3-7966-4df3-9228-59ba25c4f41a,verbal_reasoning,analogies,3,BRIGHT is to DARK as NOISE is to ___,SILENCE | QUIET | SOUND | LOUDNESS | HUSH,SILENCE,0,"The relationship is one of opposites. 'Bright' and 'dark' are opposite adjectives, just as 'noise' (a loud sound) is the opposite of 'silence', which means no sound.",,
87a93294-d99c-4959-bfce-32c169a40991,verbal_reasoning,analogies,3,AUTHOR is to BOOK as CHEF is to ___,RECIPE | KITCHEN | MEAL | SPICE | MENU,MEAL,2,"An author creates a book, just as a chef creates a meal. The relationship is 'creator' to 'product'.",,
9291b0c6-5ea1-453f-9d00-c08caeb8aa89,verbal_reasoning,analogies,3,PUPIL is to SCHOOL as PATIENT is to ___,clinic | hospital | pharmacy | laboratory | ward,hospital,1,"A pupil attends school for education, just as a patient goes to a hospital for medical care. The relationship is 'place where the person receives the main service they need.'",,
ae28c9c4-d3f6-49c2-b138-6937a1fefe3e,verbal_reasoning,analogies,3,PUPIL is to SCHOOL as PLAYER is to ___,TEAM | FIELD | COACH | MATCH | STADIUM,TEAM,0,"A pupil attends a school to learn, just as a player belongs to a team to play. The relationship is 'member of' or 'belongs to'. Therefore the correct answer is TEAM.",,
ae7ecc3c-abff-4fc4-8e02-3f05da00dcf0,verbal_reasoning,analogies,3,BRIGHT is to DARK as NOISE is to ___,SILENCE | ECHO | VOLUME | CLATTER | RUMBLE,SILENCE,0,"The relationship is one of opposites: bright and dark are opposite qualities, just as noise (a sound) is opposite to silence (the absence of sound).",,
ba40b76a-a39e-474e-a2bc-5e1d8c675ba6,verbal_reasoning,analogies,3,PUPIL is to SCHOOL as PLAYER is to ___,COURT | COACH | TEAM | MATCH | SPORT,TEAM,2,"A pupil attends a school, just as a player belongs to a team. The relationship is 'member of' or 'part of an organisation'.",,
bd76be69-5017-4dbe-84e9-153118e3c7ad,verbal_reasoning,analogies,3,Teacher is to Classroom as Chef is to ___,Kitchen | Garden | Library | Office | Workshop,Kitchen,0,"A teacher works in a classroom, just as a chef works in a kitchen. Both pairs show the relationship of a professional to their usual place of work.",,
c66f6b73-ea95-4052-897f-acbaa32d6718,verbal_reasoning,analogies,3,Cat is to Kitten as Dog is to ___,Puppy | Cub | Calf | Chick | Foal,Puppy,0,"The relationship is that the first word is an adult animal and the second word is its young. A cat's young is a kitten, so a dog's young is a puppy.",,
ca52a2ea-b6f4-4fd0-8da7-c1c584a0b95f,verbal_reasoning,analogies,3,Teacher is to Classroom as Chef is to ___,Kitchen | Library | Studio | Garden | Office,Kitchen,0,"A teacher works in a classroom, just as a chef works in a kitchen. Both pairs describe the typical place where each professional carries out their main duties.",,
d10e1f61-ed20-43df-9f7e-14841376016b,verbal_reasoning,analogies,3,Teacher is to School as Doctor is to ___,Clinic | University | Hospital | Pharmacy | Office,Hospital,2,"A teacher works in a school, just as a doctor works in a hospital. Both pairs describe the typical place where each professional carries out their main duties.",,
d6012519-4097-4a7d-812f-f6026b7c4da8,verbal_reasoning,analogies,3,BRIGHT is to DARK as NOISE is to ___,SILENCE | LOUDNESS | ECHO | VIBRATION | RUMBLE,SILENCE,0,"The relationship is one of opposites: bright and dark are opposite qualities, just as noise (a sound) is the opposite of silence (absence of sound).",,
d9628eff-0adf-4170-949f-fd5343fcaef5,verbal_reasoning,analogies,3,BRIGHT is to DARK as NOISE is to ___,silence | echo | volume | sound | hush,silence,0,"The relationship is one of opposites: bright and dark are opposite adjectives, just as noise (a loud sound) is the opposite of silence (the absence of sound).",,
e4a1722b-facc-4ba9-9aaf-ce53ad980432,verbal_reasoning,analogies,3,Teacher is to School as Doctor is to ___,Hospital | Clinic | University | Library | Office,Hospital,0,"A teacher works in a school, just as a doctor works primarily in a hospital. Both pairs show the relationship of a professional to their main place of work.",,
ffc0ce05-2755-4f76-9141-a0eea9460fad,verbal_reasoning,analogies,3,BRIGHT is to DARK as NOISE is to ___,Echo | Clamor | Silence | Hush | Rumble,Silence,2,"The relationship is one of opposites. 'Bright' and 'dark' are opposite adjectives, just as 'noise' (a sound) and 'silence' (the absence of sound) are opposites.",,
